filename,AU_last,year,journal,journal_type,article_type,host,host_taxonomy,age_measure,levels_in_age_category,parasite_species,parasite_type,parasite_taxonomy,other_drivers_parasitism,is_age_primary_focus?,type of age~parasite relationship
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Moniezia_sp_eggs,nematode,endoparasite,body_condition,yes,negative
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Trichuris_sp_eggs,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Nematodirus_sp_eggs,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Strongyloides_sp_eggs,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Dictyocaulus_sp_larvae,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,DSL_larvae,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Ostertagia_leptospicularis,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Ostertagia_antipini,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Spiculopteragia_alcis,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Telodorsagia_circumcincta,nematode,endoparasite,body_condition,yes,non-significant
DeSimone_et_al_2018,DeSimone,2018,Avian Biology,general biology,empirical,Tachycineta_bicolor,bird,categorical,2,Protocalliphora_sialia,blowfly,ectoparasite,age,yes,non-significant
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Charadrius_alexandrinus,bird,categorical,2,Quadraceps_macrocephalus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Calidris_alpina,bird,categorical,2,Actornithophilus_umbrinus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Calidris_minuta,bird,categorical,2,Carduiceps_zonarius,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Streptopelia_turtur,bird,categorical,2,Columbicola_bacillus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Alcedo_atthis,bird,categorical,2,Alcedoffula_alcedinis,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Merops_apiaster,bird,categorical,2,Meropoecus_meropis,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Merops_apiaster,bird,categorical,2,Meropsiella_apiastri,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Merops_apiaster,bird,categorical,2,Meromenopon_meropis,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Apus_apus,bird,categorical,2,Dennyus_hirundinis,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Dendrocopos_syriacus,bird,categorical,2,Penenirmus_auritus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Acrocephalus_melanopogon,bird,categorical,2,Menacanthus_curuccae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Acrocephalus_melanopogon,bird,categorical,2,Philopterus_sp,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Acrocephalus_palustris,bird,categorical,2,Menacanthus_sp,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Acrocephalus_scirpaceus,bird,categorical,2,Menacanthus_curuccae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Acrocephalus_schoenobaenus,bird,categorical,2,Menacanthus_curuccae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Acrocephalus_schoenobaenus,bird,categorical,2,Myrsidea_sp,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Cettia_cetti,bird,categorical,2,Menacanthus_agilis,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Cettia_cetti,bird,categorical,2,Penenirmus_longuliceps,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Emberiza_schoeniclus,bird,categorical,2,Menacanthus_chrysophaeus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Fringilla_coelebs,bird,categorical,2,Brueelia_sp,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Fringilla_coelebs,bird,categorical,2,Menacanthus_eurystemus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Fringilla_coelebs,bird,categorical,2,Ricinus_fringillae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Fringilla_coelebs,bird,categorical,2,Philopterus_fortunatus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Spinus_spinus,bird,categorical,2,Philopterus_citrinellae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Delichon_urbicum,bird,categorical,2,Brueelia_gracilis,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Hirundo_rustica,bird,categorical,2,Myrsidea_rustica,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Hirundo_rustica,bird,categorical,2,Brueelia_domestica,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Lanius_collurio,bird,categorical,2,Menacanthus_camelinus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Parus_major,bird,categorical,2,Menacanthus_sinuatus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Poecile_lugubris,bird,categorical,2,Menacanthus_sinuatus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Passer_domesticus,bird,categorical,2,Menacanthus_eurystemus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Passer_domesticus,bird,categorical,2,Philopterus_fringillae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Passer_hispaniolensis,bird,categorical,2,Sturnidoecus_boeevi,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Phylloscopus_collybita,bird,categorical,2,Menacanthus_agilis,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Phylloscopus_collybita,bird,categorical,2,Menacanthus_sp,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Phylloscopus_trochilus,bird,categorical,2,Menacanthus_curuccae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Sitta_europaea,bird,categorical,2,Brueelia_conocephalus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Sturmus_vulgaris,bird,categorical,2,Brueelia_nebulosa,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Sturmus_vulgaris,bird,categorical,2,Myrsidea_cucullaris,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Sturmus_vulgaris,bird,categorical,2,Sturnidoecus_sturni,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Sylvia_atricapilla,bird,categorical,2,Menacanthus_curuccae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Sylvia_borin,bird,categorical,2,Menacanthus_curuccae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Sylvia_curruca,bird,categorical,2,Brueelia_currucae,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Turdus_merula,bird,categorical,2,Menacanthus_eurystemus,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Turdus_merula,bird,categorical,2,Brueelia_amsel,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Diakou_et_al_2017 ,Diakou,2017,Parasitology International,parasitology,empirical,Turdus_merula,bird,categorical,2,Brueelia_merulensis,lice,ectoparasite,social behaviour_and_season,yes,non-linear
Dunlap_and_Mathies_1993,Dunlap,1993,Copeia,general biology,empirical,Sceloporus_occidentalis,reptile/amphibian,categorical,2,Ixodes_pacificus,tick,ectoparasite,sex_and_age,yes,non-linear
Dunlap_and_Mathies_1993,Dunlap,1993,Copeia,general biology,empirical,Sceloporus_occidentalis,reptile/amphibian,categorical,2,Plasmodium_mexicanum,malaria,virus,sex_and_age,yes,non-linear
Durkin_et_al_2015,Durkin,2015,Parisitology Research,parasitology,empirical,Molothrus_ater,bird,categorical,2,Brueelia_ornatissima,lice,ectoparasite,body_size,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Parapsyllus_humboldi,flea,ectoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Echidnophaga_gallinacea,flea,ectoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Austrogoniodes_demersus,lice,ectoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Ornithodoros_capensis,tick,ectoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Piroplasmorida,haemoparasites,endoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Haemospororida,haemoparasites,endoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Spirochaetales,haemoparasites,endoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Caridocephaloides_spp,helminth,endoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Renicola_spp,helminth,endoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Contracaecum_spp,helminth,endoparasite,environment,yes,negative
Espinaze_et_al_2019,Espinaze,2019,Parisitology,parasitology,empirical,Spheniscus_demersus,bird,categorical,2,Cyathostoma_spp,helminth,endoparasite,environment,yes,negative
Encarnacao_et_al_2012,Encarnacao,2012,Acta Chiropterologica,general biology,empirical,Myotis_daubentonii,mammal,categorical,2,Spinturnix_andegavinus,wing_mite,ectoparasite,season,yes,non-linear
Fauchald_et_al_2007,Fauchald,2007,Oikos,ecology,empirical,Rangifer_tarandus_tarandus,mammal,categorical,2,Hypoderma_tarandi,warble_fly,ectoparasite,density_dependent,yes,positive
Fecchio_et_al_2015,Fecchio,2015,Canadian Journal of Zoology,general biology,empirical,Neothraupis_fasciata,bird,categorical,3,Haemosporidian,endoparasite,endoparasite,age,yes,positive
Fernandez_et_al_2017,Fernandez,2017,Zoology,general biology,empirical,Stenella_coeruleoalba,mammal,categorical,3,Syncyamus_aequus,lice,ectoparasite,sex_and_age,yes,non-significant
Forbes_and_Baker_1991,Forbes,1991,Oecologia,general biology,empirical,Enallagma_ebrium,invertebrate,continuous,,Arrenurus_spp,mite,ectoparasite,body_size,yes,unknown
Friesen_et_al_2015,Friesen,2015,Mammology,general biology,empirical,Vulpes_lagopus,mammal,categorical,2,Echinococcus_multilocularis,cestode,endoparasite,diet,yes,non-significant
Friesen_et_al_2015,Friesen,2015,Mammology,general biology,empirical,Vulpes_lagopus,mammal,categorical,2,Taenia_crassiceps,cestode,endoparasite,diet,yes,non-significant
Friesen_et_al_2015,Friesen,2015,Mammology,general biology,empirical,Vulpes_lagopus,mammal,categorical,2,Taenia_multiceps,cestode,endoparasite,diet,yes,non-significant
Friesen_et_al_2015,Friesen,2015,Mammology,general biology,empirical,Vulpes_lagopus,mammal,categorical,2,Taenia_polyacantha_arctica,cestode,endoparasite,diet,yes,non-significant
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Sylvilagus_floridanus,mammal,categorical,2,Haemodipsus_setoni,lice,ectoparasite,age,yes,positive
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Sylvilagus_floridanus,mammal,categorical,2,Haemodipsus_leporispalustris,lice,ectoparasite,age,yes,positive
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Sylvilagus_floridanus,mammal,categorical,2,Monopsyllus_vison,flea,ectoparasite,age,yes,positive
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Sylvilagus_floridanus,mammal,categorical,2,Orchopeas_caedens,flea,ectoparasite,age,yes,positive
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Sylvilagus_floridanus,mammal,categorical,2,Aetheca_wagneri,flea,ectoparasite,age,yes,positive
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Lepus_americanus,mammal,categorical,2,Haemodipsus_setoni,lice,ectoparasite,age,yes,unknown
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Lepus_americanus,mammal,categorical,2,Haemodipsus_leporispalustris,lice,ectoparasite,age,yes,unknown
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Lepus_townsendii,mammal,categorical,2,Haemodipsus_leporispalustris,lice,ectoparasite,age,yes,unknown
Galloway_2011,Galloway,2011,Canadian Entomologist,general biology,empirical,Lepus_townsendii,mammal,categorical,2,Pulex_irritans,flea,ectoparasite,age,yes,unknown
Ganbold_et_al_2020,Ganbold,2020,Raptor Research,general biology,empirical,Falco_naumanni,bird,categorical,3,Carnus_hemapterus,fly,ectoparasite,age,yes,negative
Ganbold_et_al_2020,Ganbold,2020,Raptor Research,general biology,empirical,Falco_naumanni,bird,categorical,3,Ornithophila_gestron,lice,ectoparasite,age,yes,non-significant
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Stenoderma_rufum,mammal,categorical,2,Periglischrus_iheringi,mite,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Artibeus_jamaicensis,mammal,categorical,2,Periglischrus_iheringi,mite,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Artibeus_jamaicensis,mammal,categorical,2,Megistopoda_aranea,fly,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Artibeus_jamaicensis,mammal,categorical,2,Aspidoptera_phyllostomatus,fly,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Artibeus_jamaicensis,mammal,categorical,2,Trichobius_intermedius,fly,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Artibeus_jamaicensis,mammal,categorical,2,Spelaeorhynchus_praecursor,mite,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Monophyllus_redmani,mammal,categorical,2,Periglischrus_iheringi,mite,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Monophyllus_redmani,mammal,categorical,2,Trichobius_intermedius,fly,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Monophyllus_redmani,mammal,categorical,2,Spelaeorhynchus_praecursor,mite,ectoparasite,season,yes,positive
Gannon_and_Willig_1995,Gannon,1995,Environmental Entomology,ecology,empirical,Monophyllus_redmani,mammal,categorical,2,Nycterophilia_parnelli,fly,ectoparasite,season,yes,positive
Geets_et_al_1997,Geets,1997,Parisitology,parasitology,empirical,Siganus_sutor,fish,categorical,3,Pseudohaliotrema_sp,monogeneans,ectoparasite,age,yes,positive
Geets_et_al_1997,Geets,1997,Parisitology,parasitology,empirical,Siganus_sutor,fish,categorical,3,Tetrancistrum_sigani,monogeneans,ectoparasite,age,yes,positive
Geets_et_al_1997,Geets,1997,Parisitology,parasitology,empirical,Siganus_sutor,fish,categorical,3,Microcotyle_mouwoi,monogeneans,ectoparasite,age,yes,positive
Geets_et_al_1997,Geets,1997,Parisitology,parasitology,empirical,Siganus_sutor,fish,categorical,3,Hatschekia_sp,copepod,ectoparasite,age,yes,positive
Geets_et_al_1997,Geets,1997,Parisitology,parasitology,empirical,Siganus_sutor,fish,categorical,3,Pseudolepeophtheirus_sp,copepod,ectoparasite,age,yes,positive
Geets_et_al_1997,Geets,1997,Parisitology,parasitology,empirical,Siganus_sutor,fish,categorical,3,Caligidae,copepod,ectoparasite,age,yes,positive
Geets_et_al_1997,Geets,1997,Parisitology,parasitology,empirical,Siganus_sutor,fish,categorical,3,Gnathia_sp,isopod,ectoparasite,age,yes,positive
Gilg_et_al_2019,Gilg,2019,Parasites and Wildlife,parasitology,empirical,Dicrostonyx_groenlandicus,mammal,categorical,2,Microcephaloides_krebsi,cestode,endoparasite,site,yes,negative
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Neoheterobothrium_sp,monogenea,ectoparasite,sex_and_age,yes,positive
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Entobdella_hippoglossi,monogenea,ectoparasite,sex_and_age,yes,non-significant
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Protochondria_longicauda,copepoda,ectoparasite,sex_and_age,yes,non-significant
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Holobomolochus_chilensis,copepoda,ectoparasite,sex_and_age,yes,negative
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Gliptonobdella_sp,hirudinea,ectoparasite,sex_and_age,yes,non-significant
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Floridosentis_sp,acanthocephala,endoparasite,sex_and_age,yes,negative
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Corynosoma_australe,acanthocephala,endoparasite,sex_and_age,yes,non-significant
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Neobothriocephalus_adspinosus,cestode,endoparasite,sex_and_age,yes,non-significant
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Nybelinia_surmenicola,cestode,endoparasite,sex_and_age,yes,non-significant
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Scolex_pleuronectis,cestode,endoparasite,sex_and_age,yes,non-significant
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Anisakis_sp,nematode,endoparasite,sex_and_age,yes,non-significant
Gonzalez_et_al_2001,Gonzalez,2001,Epidimiology,disease,empirical,Hippoglossina_macrops,fish,continuous,,Hemiuridae,digenea,endoparasite,sex_and_age,yes,non-significant
Gwaidowicz_et_al_2020,Gwaidowicz,2020,Acarologia,general biology,empirical,Lacerta_agilis,reptile/amphibian,categorical,2,Ixodes_ricinus,tick,ectoparasite,environment,yes,positive
Gwaidowicz_et_al_2020,Gwaidowicz,2020,Acarologia,general biology,empirical,Zootoca_vivipara,reptile/amphibian,categorical,2,Ixodes_ricinus,tick,ectoparasite,environment,yes,positive
Hagris_et_al_2014,Hagris,2014,Southwestern Naturalist,general biology,empirical,Oncorhynchus_nerka,fish,continuous,,Salmincola_californiensis,copepod,ectoparasite,age,yes,positive
Haigh_et_al_2014,Haigh,2014,Mammalia,general biology,empirical,Erinaceus_europaeus,mammal,continuous,,Crenosoma_triatum,nematode,endoparasite,sex_and_age,yes,non-significant
Haigh_et_al_2014,Haigh,2014,Mammalia,general biology,empirical,Erinaceus_europaeus,mammal,continuous,,Capillaria_erinacei,nematode,endoparasite,sex_and_age,yes,non-significant
Haigh_et_al_2014,Haigh,2014,Mammalia,general biology,empirical,Erinaceus_europaeus,mammal,continuous,,Crenosoma_striatum,nematode,endoparasite,sex_and_age,yes,non-significant
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Ascaris_sp,nematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Subulura_sp,nematode,endoparasite,season,yes,negative
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Capillaria_sp,nematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Lemuricola_sp,nematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Oxyuridae_sp,nematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Oesophagostomum_sp,nematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Strongylida_sp,nematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Trichuris_sp,nematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Hymenolepis_sp,cestode,endoparasite,season,yes,negative
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Fasciolidae_sp,trematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Metagonimus_sp,trematode,endoparasite,season,yes,unknown
Hamalainen_et_al_2015,Hamalainen,2015,Fronteirs in Zoology,general biology,empirical,Microcebus_murinus,mammal,continuous,,Opisthorchis_sp,trematode,endoparasite,season,yes,unknown
Hanek_&_Fernando_1978,Hanek,1978,Canadian Journal of Zoology,general biology,empirical,Lepomis_gibbosus,fish,categorical,3,Actinocleidus_gibbosus,monogean,ectoparasite,season_and_habitat,yes,positive
Hanek_&_Fernando_1978,Hanek,1978,Canadian Journal of Zoology,general biology,empirical,Lepomis_gibbosus,fish,categorical,3,Actinocleidus_recurvatus,monogean,ectoparasite,season_and_habitat,yes,positive
Hanek_&_Fernando_1978,Hanek,1978,Canadian Journal of Zoology,general biology,empirical,Lepomis_gibbosus,fish,categorical,3,Cleidodiscus_robustus,monogean,ectoparasite,season_and_habitat,yes,positive
Hanek_&_Fernando_1978,Hanek,1978,Canadian Journal of Zoology,general biology,empirical,Lepomis_gibbosus,fish,categorical,3,Urocleidus_acer,monogean,ectoparasite,season_and_habitat,yes,positive
Hanek_&_Fernando_1978,Hanek,1978,Canadian Journal of Zoology,general biology,empirical,Lepomis_gibbosus,fish,categorical,3,Urocleidus_attennatus,monogean,ectoparasite,season_and_habitat,yes,positive
Hanek_&_Fernando_1978,Hanek,1978,Canadian Journal of Zoology,general biology,empirical,Lepomis_gibbosus,fish,categorical,3,Urocleidus_dispar,monogean,ectoparasite,season_and_habitat,yes,positive
Hanek_&_Fernando_1978,Hanek,1978,Canadian Journal of Zoology,general biology,empirical,Lepomis_gibbosus,fish,categorical,3,Urocleidus_ferox,monogean,ectoparasite,season_and_habitat,yes,positive
Hanek_&_Fernando_1978,Hanek,1978,Canadian Journal of Zoology,general biology,empirical,Lepomis_gibbosus,fish,categorical,3,Achteres_arnbloplitis,copepod,ectoparasite,season_and_habitat,yes,positive
