filename,AU_last,year,journal,journal_type,article_type,host,host_taxonomy,age_measure,levels_in_age_category,parasite_species,parasite_type,parasite_taxonomy,other_drivers_parasitism,is_age_primary_focus?,type of age~parasite relationship
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_argentiventer,mammal,categorical,2,Mastophorus_muris,nematode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_argentiventer,mammal,categorical,2,Syphacia_muris,nematode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_argentiventer,mammal,categorical,2,Hepatojarakus_malayae,nematode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Laelaps_nuttali,mite,ectoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Laelaps_echidninus,mite,ectoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Ornithonyssus_bacoti,mite,ectoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Laelaps_sculpturatus,mite,ectoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Polyplax_spinulosa,lice,ectoparasite,season,no,non-linear
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Hoplopleura_pacifica,lice,ectoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Ixodes_granulatus,tick,ectoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Nippostrongylus_brasiliensis,nematode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Heterakis_spumosa,nematode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Angiostrongylus_malaysiensis,nematode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Taenia_taeniaformis,cestode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Hymenolepis_diminuta,cestode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Mastophorus_muris,nematode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Syphacia_muris,nematode,endoparasite,season,no,non-significant
Nursyazana_et_al_2013,Nursyazana,2013,Tropical Biomedicine,disease,empirical,Rattus_norvegicus,mammal,categorical,2,Hepatojarakus_malayae,nematode,endoparasite,season,no,non-significant
Opplet_et_al_2010,Opplet,2010,Molecular Ecology,ecology,empirical,Oryctolagus_cuniculus,mammal,continuous,,Graphidium_strigosum,nematode,endoparasite,MHC,yes,positive
Opplet_et_al_2010,Opplet,2010,Molecular Ecology,ecology,empirical,Oryctolagus_cuniculus,mammal,continuous,,Passalurus_ambiguus,nematode,endoparasite,MHC,yes,positive
Opplet_et_al_2010,Opplet,2010,Molecular Ecology,ecology,empirical,Oryctolagus_cuniculus,mammal,continuous,,Trichostrongylus_retortaeformis,nematode,endoparasite,MHC,yes,negative
Opplet_et_al_2010,Opplet,2010,Molecular Ecology,ecology,empirical,Oryctolagus_cuniculus,mammal,continuous,,Eimeria_stiedai,coccidia,endoparasite,MHC,yes,negative
Opplet_et_al_2010,Opplet,2010,Molecular Ecology,ecology,empirical,Oryctolagus_cuniculus,mammal,continuous,,Eimeria_spp,coccidia,endoparasite,MHC,yes,negative
Paakkonen_et_al_2010,Paakkonen,2010,Medical and Veterinary Entomology,general biology,empirical,Alces_alces,mammal,categorical,2,Lipoptena_cervi,fly,ectoparasite,body_area,yes,non-linear
Patterson_et_al_2015,Patterson,2015,International Journal for Parasitology,parasitology,empirical,Tamiasciurus_hudsonicus,mammal,categorical,2,Orchopeas_caedens,flea,ectoparasite,season,yes,negative
Patterson_et_al_2015,Patterson,2015,International Journal for Parasitology,parasitology,empirical,Tamiasciurus_hudsonicus,mammal,categorical,2,Monopsyllus_vison,flea,ectoparasite,season,yes,negative
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Steatonyssus_occidentalis,mite,ectoparasite,temperature_and_humidity,yes,non-significant
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Spinturnix_bakeri,mite,ectoparasite,temperature_and_humidity,yes,positive
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Acanthophthirius_caudata,mite,ectoparasite,temperature_and_humidity,yes,positive
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Pteracarus_aculeus,mite,ectoparasite,temperature_and_humidity,yes,positive
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Alabidocarpus_eptesicus,mite,ectoparasite,temperature_and_humidity,yes,positive
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Demodex_sp,mite,ectoparasite,temperature_and_humidity,yes,positive
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Leptotrombidium_myotis,chigger,ectoparasite,temperature_and_humidity,yes,non-significant
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Carios_kelleyi,tick,ectoparasite,temperature_and_humidity,yes,positive
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Basilia_forcipata,batfly,ectoparasite,temperature_and_humidity,yes,positive
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Cimex_pilosellus,batbug,ectoparasite,temperature_and_humidity,yes,positive
Pearce_&_O'Shea_2007,Pearce,2007,Journal of Parasitology,parasitology,empirical,Eptesicus_fuscus,mammal,categorical,2,Myodopsylla_borealis,flea,ectoparasite,temperature_and_humidity,yes,non-significant
Pelletier_et_al_2005,Pelletier,2005,Oikos,general biology,empirical,Ovis_canadensis,mammal,continuous,,Protostrongylus_spp,lungworm,endoparasite,season,no,non-significant
Piross_et_al_2020,Piross,2020,Parasitology Research,parasitology,empirical,Falco_amurensis,bird,categorical,2,Colpocephalum_subzerafae,lice,ectoparasite,sex_and_age,yes,negative
Piross_et_al_2020,Piross,2020,Parasitology Research,parasitology,empirical,Falco_amurensis,bird,categorical,2,Degeeriella_rufa,lice,ectoparasite,sex_and_age,yes,negative
Pollock_&_John_Alder_2020,Pollock,2020,Journal of Herpetology,general biology,empirical,Sceloporus_undulatus,reptile/amphibian,categorical,2,Eutrombicula_alfreddugesi,mite,ectoparasite,season,yes,non-linear
Postawa_&_Kruszynska_2014,Postawa,2014,Parasitology Research,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Spinturnix_myoti,mite,ectoparasite,host_aggregation,yes,non-significant
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Macronyssidae,mite,ectoparasite,hibernation_period,no,positive
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Spinturnix_myoti,mite,ectoparasite,hibernation_period,no,positive
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Nycteribia_latreillii,batfly,ectoparasite,hibernation_period,no,positive
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Penicillidia_dufourii,batfly,ectoparasite,hibernation_period,no,positive
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Nycteribia_vexata,batfly,ectoparasite,hibernation_period,no,positive
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Ixodidae,tick,ectoparasite,hibernation_period,no,positive
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Siphonaptera,flea,ectoparasite,hibernation_period,no,positive
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_blythii,mammal,categorical,2,Macronyssidae,mite,ectoparasite,hibernation_period,no,non-linear
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_blythii,mammal,categorical,2,Spinturnix_myoti,mite,ectoparasite,hibernation_period,no,non-linear
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_blythii,mammal,categorical,2,Nycteribia_latreillii,batfly,ectoparasite,hibernation_period,no,non-linear
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_blythii,mammal,categorical,2,Penicillidia_dufourii,batfly,ectoparasite,hibernation_period,no,non-linear
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_blythii,mammal,categorical,2,Nycteribia_vexata,batfly,ectoparasite,hibernation_period,no,non-linear
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_blythii,mammal,categorical,2,Ixodidae,tick,ectoparasite,hibernation_period,no,non-linear
Postawa_&_Nagy_2016,Postawa,2016,Parasitology Research,parasitology,empirical,Myotis_blythii,mammal,categorical,2,Siphonaptera,flea,ectoparasite,hibernation_period,no,non-linear
Postawa_et_al_2014,Postawa,2014,Folia Parasitologica,parasitology,empirical,Myotis_myotis,mammal,categorical,2,Spinturnix_myoti,mite,ectoparasite,breeding,no,non-linear
Potti_&_Merino_1995,Potti,1995,Journal of Avian Biology,general biology,empirical,Ficedula_hypoleuca,bird,continuous,,Docophorulus_capillatus,lice,ectoparasite,sex_and_age,yes,non-significant
Proctor_&_Jones_2004,Proctor,2004,Journal of Parasitology,parasitology,empirical,Alectura_lathami,bird,continuous,,Ascetolichus_ruidus,mite,ectoparasite,site,no,non-significant
Proctor_&_Jones_2004,Proctor,2004,Journal of Parasitology,parasitology,empirical,Alectura_lathami,bird,continuous,,Echinozonus_leurophyllus,mite,ectoparasite,site,no,non-significant
Proctor_&_Jones_2004,Proctor,2004,Journal of Parasitology,parasitology,empirical,Alectura_lathami,bird,continuous,,Echinozonus_longisetosus,mite,ectoparasite,site,no,non-significant
Proctor_&_Jones_2004,Proctor,2004,Journal of Parasitology,parasitology,empirical,Alectura_lathami,bird,continuous,,Gallilichus_jonesi,mite,ectoparasite,site,no,non-significant
Proctor_&_Jones_2004,Proctor,2004,Journal of Parasitology,parasitology,empirical,Alectura_lathami,bird,continuous,,Goniodurus_quadratus,mite,ectoparasite,site,no,non-significant
Proctor_&_Jones_2004,Proctor,2004,Journal of Parasitology,parasitology,empirical,Alectura_lathami,bird,continuous,,Leipobius_sp,mite,ectoparasite,site,no,non-significant
Rajemison_et_al_2017,Rajemison,2017,Acta Chiropterologia,general biology,empirical,Rousettus_madagascariensis,mammal,categorical,3,Eucampsipoda_madagascarensis,fly,ectoparasite,season,no,non-linear
Rajemison_et_al_2017,Rajemison,2017,African Entomology,general biology,empirical,Rousettus_madagascariensis,mammal,categorical,3,Eucampsipoda_madagascarensis,fly,ectoparasite,season,no,non-linear
Rajemison_et_al_2017,Rajemison,2017,African Entomology,general biology,empirical,Rousettus_madagascariensis,mammal,categorical,3,Megastrebla_wenzeli,fly,ectoparasite,season,no,non-significant
Ramanantsalama_et_al_2018,Ramanantsalama,2018,Parasites & Vectors,parasitology,empirical,Rousettus_madagascariensis,mammal,categorical,2,Eucampsipoda_madagascarensis,fly,ectoparasite,ectoparasite_consumption,yes,unknown
Ramanantsalama_et_al_2018,Ramanantsalama,2018,Parasites & Vectors,parasitology,empirical,Rousettus_madagascariensis,mammal,categorical,2,Megastrebla_wenzeli,fly,ectoparasite,ectoparasite_consumption,yes,unknown
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Ichthyobodo_necator,protozoan,ectoparasite,season_and_tank_type,yes,negative
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Icthyophthirius_multifiliis,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Chilodonella_hexasticha,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Chilodonella_pisicola,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Trichodina_nigra,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Tripartiella_copiosa,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Riboscyphidia_arctica,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Apiosoma_piscicolum,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Epistylis_lwoffi,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_salar,fish,categorical,2,Capriniana_piscium,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Ichthyobodo_necator,protozoan,ectoparasite,season_and_tank_type,yes,negative
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Icthyophthirius_multifiliis,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Chilodonella_hexasticha,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Chilodonella_pisicola,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Trichodina_nigra,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Tripartiella_copiosa,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Riboscyphidia_arctica,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Apiosoma_piscicolum,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Epistylis_lwoffi,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_rutta,fish,categorical,2,Capriniana_piscium,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Ichthyobodo_necator,protozoan,ectoparasite,season_and_tank_type,yes,negative
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Icthyophthirius_multifiliis,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Chilodonella_hexasticha,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Chilodonella_pisicola,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Trichodina_nigra,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Tripartiella_copiosa,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Riboscyphidia_arctica,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Apiosoma_piscicolum,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Epistylis_lwoffi,protozoan,ectoparasite,season_and_tank_type,yes,positive
Rint_&_Tell_1997,Rint,1997,International Journal for Parasitology,parasitology,empirical,Salmo_trutta_m_lacustris,fish,categorical,2,Capriniana_piscium,protozoan,ectoparasite,season_and_tank_type,yes,positive
Sackett_2018,Sackett,2018,International Journal for Parasitology,parasitology,empirical,Cynomys_ludovicianus,mammal,categorical,3,Oropsylla_hirsuta,flea,ectoparasite,host_traits,yes,non-linear
Sackett_2018,Sackett,2018,International Journal for Parasitology,parasitology,empirical,Cynomys_ludovicianus,mammal,categorical,3,Oropsylla_tuberculata_cynomuris,flea,ectoparasite,host_traits,yes,non-linear
Sackett_2018,Sackett,2018,International Journal for Parasitology,parasitology,empirical,Cynomys_ludovicianus,mammal,categorical,3,Oropsylla_montana,flea,ectoparasite,host_traits,yes,non-linear
Sackett_2018,Sackett,2018,International Journal for Parasitology,parasitology,empirical,Cynomys_gunnisoni,mammal,categorical,3,Echidnophaga_sp,flea,ectoparasite,host_traits,yes,non-linear
Sackett_2018,Sackett,2018,International Journal for Parasitology,parasitology,empirical,Cynomys_gunnisoni,mammal,categorical,3,Thrassis_spp,flea,ectoparasite,host_traits,yes,non-linear
Sackett_2018,Sackett,2018,International Journal for Parasitology,parasitology,empirical,Cynomys_gunnisoni,mammal,categorical,3,Pulex_sp,flea,ectoparasite,host_traits,yes,non-linear
Sackett_2018,Sackett,2018,International Journal for Parasitology,parasitology,empirical,Cynomys_gunnisoni,mammal,categorical,3,Oropsylla_sp,flea,ectoparasite,host_traits,yes,non-linear
Segura_et_al_2019,Segura,2019,Ticks and Tick-borne Diseases,disease,empirical,Testudo_graeca,reptile/amphibian,categorical,2,Hyalomma_aegyptium,tick,ectoparasite,season,yes,positive
Segura_et_al_2019,Segura,2019,Ticks and Tick-borne Diseases,disease,empirical,Testudo_graeca,reptile/amphibian,categorical,2,Hyalomma_marginatum,tick,ectoparasite,season,yes,positive
Segura_et_al_2019,Segura,2019,Ticks and Tick-borne Diseases,disease,empirical,Testudo_graeca,reptile/amphibian,categorical,2,Hyalomma_excavatum,tick,ectoparasite,season,yes,positive
Segura_et_al_2019,Segura,2019,Ticks and Tick-borne Diseases,disease,empirical,Testudo_graeca,reptile/amphibian,categorical,2,Hyalomma_scupense,tick,ectoparasite,season,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Lamellodiscus_pagrosomi,monogenean,ectoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Benedenia_skeii,monogenean,ectoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Choricotyle_australiensis,monogenean,ectoparasite,age,yes,negative
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Anoplodiscus_cirrusspiralis,monogenean,ectoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Bivagina_pagrosomi,monogenean,ectoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Protoeces_sp,digenean,ectoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Diphtherostomum_sp,digenean,ectoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Dasyrhynichidae,cestode,endoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Phyllobothriidae,cestode,endoparasite,age,yes,non-significant
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Anisakis_sp,nematode,endoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Cucullanus_sp,nematode,endoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Philometra_lateolabracis,nematode,endoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Unicolax_chrysophryenus,copepod,endoparasite,age,yes,non-linear
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Caligus_sp,copepod,endoparasite,age,yes,positive
Sharples_&_Evans_(2)_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Lepeophtheirus_sekii,copepod,endoparasite,age,yes,positive
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Lamellodiscus_pagrosomi,monogenean,ectoparasite,site_specificity,yes,positive
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Benedenia_skeii,monogenean,ectoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Choricotyle_australiensis,monogenean,ectoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Anoplodiscus_cirrusspiralis,monogenean,ectoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Bivagina_pagrosomi,monogenean,ectoparasite,site_specificity,yes,positive
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Protoeces_sp,digenean,ectoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Diphtherostomum_sp,digenean,ectoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Dasyrhynichidae,cestode,endoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Phyllobothriidae,cestode,endoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Anisakis_sp,nematode,endoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Cucullanus_sp,nematode,endoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Philometra_lateolabracis,nematode,endoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Unicolax_chrysophryenus,copepod,endoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Caligus_sp,copepod,endoparasite,site_specificity,yes,unknown
Sharples_&_Evans_1995,Sharples,1995,New Zealand Journal of Marine and Freshwater Research,general biology,empirical,Pagrys_auratus,fish,categorical,4,Lepeophtheirus_sekii,copepod,endoparasite,site_specificity,yes,unknown
Shotter_1973,Shotter,1973,Journal of Fish Biology,general biology,empirical,Odontogadus_merlangus,fish,categorical,6,Diclidophora_merlangi,monogenean,endoparasite,site_and_season,yes,non-significant
